id,postcode,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,electorate,electoraterating
4869,3054,CARLTON NORTH,VIC,144.96724,-37.786971,CARLTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.788805,144.9719823,20607114023,20607114023,206071140,Carlton North - Princes Hill,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,40.57466125,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4870,3054,PRINCES HILL,VIC,144.96724,-37.786971,CARLTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.784,144.966,20607114010,20607114010,206071140,Carlton North - Princes Hill,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,40.57466125,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4871,3055,BRUNSWICK SOUTH,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20603,Essendon,206,Melbourne - Inner,R1,-37.7723275,144.9495859,20601110543,20601110543,206011105,Brunswick,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4596,3055,BRUNSWICK WEST,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20603,Essendon,206,Melbourne - Inner,R1,-37.761,144.9419122,20601110710,20601110710,206011107,Brunswick West,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4597,3055,MOONEE VALE,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20603,Essendon,206,Melbourne - Inner,R1,-37.761,144.9419122,20601110710,20601110710,206011107,Brunswick West,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4598,3055,MORELAND WEST,VIC,144.942222,-37.763584,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20603,Essendon,206,Melbourne - Inner,R1,-37.754229,144.945438,20601110728,20601110728,206011107,Brunswick West,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4599,3056,BRUNSWICK,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7666099,144.9584302,20601110546,20601110546,206011105,Brunswick,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,45.37286377,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4600,3056,BRUNSWICK LOWER,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7666099,144.9584302,20601110546,20601110546,206011105,Brunswick,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,45.37286377,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4601,3056,BRUNSWICK NORTH,VIC,144.960108,-37.766292,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7579505,144.9638343,20601110548,20601110548,206011105,Brunswick,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,45.37286377,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4602,3057,BRUNSWICK EAST,VIC,144.97728,-37.770012,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.769412,144.9804594,20601110608,20601110608,206011106,Brunswick East,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4603,3057,LYGON STREET NORTH,VIC,144.97728,-37.770012,Melbourne Metro,,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7714,144.972,20601110607,20601110607,206011106,Brunswick East,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
20760,3057,SUMNER,VIC,144.98034,-37.772232,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,20601,Brunswick - Coburg,206,Melbourne - Inner,R1,-37.7722,144.98,20601110608,20601110608,206011106,Brunswick East,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4604,3058,BATMAN,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.7345019,144.9630404,20601110801,20601110801,206011108,Coburg,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4605,3058,COBURG,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.7412988,144.9666108,20601110860,20601110860,206011108,Coburg,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4606,3058,COBURG NORTH,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.726,144.96,21003123616,21003123616,210031236,Coburg North,21003,Moreland - North,210,Melbourne - North West,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4607,3058,MERLYNSTON,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.7209299,144.9613501,21003123611,21003123611,210031236,Coburg North,21003,Moreland - North,210,Melbourne - North West,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4608,3058,MORELAND,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.7343488,144.9666905,20601110852,20601110852,206011108,Coburg,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4609,3059,GREENVALE,VIC,144.879626,-37.639887,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6454887,144.8841246,21005124605,21005124605,210051246,Greenvale - Bulla,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,,V1,PHN201,North Western Melbourne,Hume,Calwell,Outer Metropolitan
4610,3060,FAWKNER,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6969273,144.9666905,21003123728,21003123728,210031237,Fawkner,21003,Moreland - North,210,Melbourne - North West,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4611,3060,FAWKNER EAST,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6969273,144.9666905,21003123728,21003123728,210031237,Fawkner,21003,Moreland - North,210,Melbourne - North West,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4612,3060,FAWKNER NORTH,VIC,144.967874,-37.707326,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6959697,144.9684492,21003123728,21003123728,210031237,Fawkner,21003,Moreland - North,210,Melbourne - North West,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,Wills,Inner Metropolitan
4613,3061,CAMPBELLFIELD,VIC,144.956763,-37.666265,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.665113,144.955677,21005124305,21005124305,210051243,Campbellfield - Coolaroo,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,133.8024902,V1,PHN201,North Western Melbourne,Whittlesea,Calwell,Outer Metropolitan
4614,3062,SOMERTON,VIC,144.932557,-37.632986,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6332889,144.944665,21005124935,21005124935,210051249,Roxburgh Park - Somerton,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,171.2609863,V1,PHN201,North Western Melbourne,Whittlesea,Calwell,Outer Metropolitan
4615,3063,OAKLANDS JUNCTION,VIC,144.856082,-37.595015,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6117964,144.8401227,21005124623,21005124630,210051246,Greenvale - Bulla,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,226.8912201,V1,PHN201,North Western Melbourne,Hume,McEwen,Rural
4616,3063,YUROKE,VIC,144.856082,-37.595015,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6,144.88,21005124453,21005144502,210051445,Mickleham - Yuroke,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,226.8912201,V1,PHN201,North Western Melbourne,Hume,McEwen,Rural
4617,3064,CRAIGIEBURN,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.594,144.934,21005124424,21005144104,210051441,Craigieburn - Central,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,225.3305511,V1,PHN202,Eastern Melbourne,Whittlesea,McEwen,Rural
4618,3064,DONNYBROOK,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.5476567,144.9669338,20904122511,20904122511,209041225,Whittlesea,20904,Whittlesea - Wallan,209,Melbourne - North East,2,1,2,1,Calwell,225.3305511,V1,PHN202,Eastern Melbourne,Whittlesea,McEwen,Rural
4619,3064,KALKALLO,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.5245635,144.955677,21005124413,21005144501,210051445,Mickleham - Yuroke,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,225.3305511,V1,PHN202,Eastern Melbourne,Whittlesea,McEwen,Rural
4620,3064,MICKLEHAM,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.562,144.874,21005124454,21005144504,210051445,Mickleham - Yuroke,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,225.3305511,V1,PHN202,Eastern Melbourne,Whittlesea,McEwen,Rural
4621,3064,ROXBURGH PARK,VIC,144.942199,-37.546522,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.627,144.929,21005124913,21005124913,210051249,Roxburgh Park - Somerton,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,225.3305511,V1,PHN202,Eastern Melbourne,Whittlesea,McEwen,Rural
4622,3065,FITZROY,VIC,144.977795,-37.802608,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.7974551,144.9804594,20607114223,20607114223,206071142,Fitzroy,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,33.39871979,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4623,3066,COLLINGWOOD,VIC,144.986906,-37.804846,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.8009595,144.9873447,20607114114,20607114114,206071141,Collingwood,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,19.61891556,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4624,3066,COLLINGWOOD NORTH,VIC,144.986906,-37.804846,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.8009595,144.9873447,20607114114,20607114114,206071141,Collingwood,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,19.61891556,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4625,3067,ABBOTSFORD,VIC,144.998203,-37.803515,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.8023601,144.9983623,20607113909,20607113909,206071139,Abbotsford,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,18.98079872,V1,PHN201,North Western Melbourne,Yarra,Melbourne,Inner Metropolitan
4626,3068,CLIFTON HILL,VIC,144.98622,-37.790974,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.7877787,145.0002125,20607114519,20607114519,206071145,Yarra - North,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4627,3068,FITZROY NORTH,VIC,144.98622,-37.790974,FITZROY DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.7832944,144.9838466,20607114309,20607114309,206071143,Fitzroy North,20607,Yarra,206,Melbourne - Inner,1,1,1,1,Melbourne,,V1,PHN201,North Western Melbourne,Yarra,Wills,Inner Metropolitan
4628,3070,NORTHCOTE,VIC,144.999745,-37.774064,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.7736132,144.9997396,20602111130,20602111130,206021111,Northcote,20602,Darebin - South,206,Melbourne - Inner,1,1,1,1,Cooper,60.53493881,V1,PHN201,North Western Melbourne,Yarra,Cooper,Inner Metropolitan
4629,3070,NORTHCOTE SOUTH,VIC,144.999745,-37.774064,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.779531,144.996757,20602111107,20602111107,206021111,Northcote,20602,Darebin - South,206,Melbourne - Inner,1,1,1,1,Cooper,60.53493881,V1,PHN201,North Western Melbourne,Yarra,Cooper,Inner Metropolitan
4630,3071,THORNBURY,VIC,145.007006,-37.759426,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20602,Darebin - South,206,Melbourne - Inner,R1,-37.7600493,145.0080039,20602111215,20602111215,206021112,Thornbury,20602,Darebin - South,206,Melbourne - Inner,1,1,1,1,Cooper,,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4631,3072,GILBERTON,VIC,145.005702,-37.74247,Melbourne Metro,,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7363,144.99,20902120660,20902142918,209021429,Preston - West,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4632,3072,NORTHLAND CENTRE,VIC,145.005702,-37.74247,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7385104,145.0300628,20902120635,20902142801,209021428,Preston - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4633,3072,PRESTON,VIC,145.005702,-37.74247,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7399362,145.0107588,20902120630,20902142821,209021428,Preston - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4634,3072,PRESTON LOWER,VIC,145.005702,-37.74247,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7508858,144.9877873,20902120656,20902142909,209021429,Preston - West,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4635,3072,PRESTON SOUTH,VIC,145.005702,-37.74247,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7514021,145.0023878,20902120644,20902142832,209021428,Preston - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4636,3072,PRESTON WEST,VIC,145.005702,-37.74247,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7376921,144.9955479,20902120613,20902142919,209021429,Preston - West,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4637,3072,REGENT WEST,VIC,145.005702,-37.74247,Melbourne Metro,,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7301,144.998,20902120636,20902142921,209021429,Preston - West,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4638,3072,SYLVESTER,VIC,145.005702,-37.74247,Melbourne Metro,,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7376,145.017,20902120606,20902142822,209021428,Preston - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Moreland,Cooper,Inner Metropolitan
4639,3073,KEON PARK,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.694627,145.0118427,20904122344,20904122344,209041223,Thomastown,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Whittlesea,Cooper,Inner Metropolitan
4640,3073,RESERVOIR,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7118644,145.0107588,20902120703,20902120703,209021207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Whittlesea,Cooper,Inner Metropolitan
4641,3073,RESERVOIR EAST,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7192575,145.0215296,20902120725,20902120725,209021207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Whittlesea,Cooper,Inner Metropolitan
4642,3073,RESERVOIR NORTH,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7118644,145.0107588,20902120703,20902120703,209021207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Whittlesea,Cooper,Inner Metropolitan
4643,3073,RESERVOIR SOUTH,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.730588,145.014943,20902120717,20902120717,209021207,Reservoir - East,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Whittlesea,Cooper,Inner Metropolitan
4644,3074,THOMASTOWN,VIC,145.006644,-37.684684,EPPING DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6837819,145.0107588,20904122305,20904122305,209041223,Thomastown,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4645,3075,LALOR,VIC,145.002679,-37.66607,EPPING DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6650543,145.0107588,20904121939,20904121939,209041219,Lalor,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4646,3075,LALOR PLAZA,VIC,145.002679,-37.66607,EPPING DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.67405,145.0364765,20904121932,20904121932,209041219,Lalor,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4647,3076,EPPING,VIC,145.022137,-37.643598,EPPING DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6341341,145.016269,20904121853,20904143315,209041433,Epping - West,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,137.0411682,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4648,3076,EPPING DC,VIC,145.022137,-37.643598,Melbourne Metro,,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6377,145.026,20904121830,20904143303,209041433,Epping - West,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,137.0411682,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4649,3078,ALPHINGTON,VIC,145.025853,-37.778298,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.78,145.023,20602111002,20602111002,206021110,Alphington - Fairfield,20602,Darebin - South,206,Melbourne - Inner,1,1,1,1,Cooper,,V1,PHN201,North Western Melbourne,Yarra,Cooper,Inner Metropolitan
4650,3078,FAIRFIELD,VIC,145.025853,-37.778298,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20607,Yarra,206,Melbourne - Inner,R1,-37.7790074,145.0181267,20602111014,20602111014,206021110,Alphington - Fairfield,20602,Darebin - South,206,Melbourne - Inner,1,1,1,1,Cooper,,V1,PHN201,North Western Melbourne,Yarra,Cooper,Inner Metropolitan
4651,3079,IVANHOE,VIC,145.048573,-37.772675,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.7703,145.0457,20901120016,20901120016,209011200,Ivanhoe,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Yarra,Jagajaga,Outer Metropolitan
4652,3079,IVANHOE EAST,VIC,145.048573,-37.772675,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.772,145.066,20901120115,20901120115,209011201,Ivanhoe East - Eaglemont,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Yarra,Jagajaga,Outer Metropolitan
4653,3079,IVANHOE NORTH,VIC,145.048573,-37.772675,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.7595762,145.0442237,20901120023,20901120023,209011200,Ivanhoe,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Yarra,Jagajaga,Outer Metropolitan
4654,3081,BELLFIELD,VIC,145.046401,-37.743008,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.754,145.045,20901119916,20901119916,209011199,Heidelberg West,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Darebin,Jagajaga,Outer Metropolitan
4655,3081,HEIDELBERG HEIGHTS,VIC,145.046401,-37.743008,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.742,145.053,20901119925,20901119925,209011199,Heidelberg West,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Darebin,Jagajaga,Outer Metropolitan
4656,3081,HEIDELBERG RGH,VIC,145.046401,-37.743008,Melbourne Metro,,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.7418,145.044,20901119907,20901119907,209011199,Heidelberg West,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Darebin,Jagajaga,Outer Metropolitan
4657,3081,HEIDELBERG WEST,VIC,145.046401,-37.743008,HEIDELBERG WEST DEL CENTRE,Delivery Area,Updated 6-Feb-2020,20901,Banyule,209,Melbourne - North East,R1,-37.744,145.047,20901119907,20901119907,209011199,Heidelberg West,20901,Banyule,209,Melbourne - North East,1,1,1,1,Jagajaga,,V1,PHN202,Eastern Melbourne,Darebin,Jagajaga,Outer Metropolitan
4658,3082,MILL PARK,VIC,145.065658,-37.664858,EPPING DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6649616,145.0658766,20904122041,20904122041,209041220,Mill Park - North,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4659,3083,BUNDOORA,VIC,145.056223,-37.701346,BUNDOORA DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6987006,145.0548502,20904121708,20904121708,209041217,Bundoora - West,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4660,3083,KINGSBURY,VIC,145.056223,-37.701346,BUNDOORA DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.715,145.034,20902120511,20902120511,209021205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
4661,3083,LA TROBE UNIVERSITY,VIC,145.056223,-37.701346,BUNDOORA DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.7206639,145.0483389,20902120506,20902120526,209021205,Kingsbury,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Whittlesea,Scullin,Outer Metropolitan
